simulations,OFV
500,1048.14
1000,1046.9
1500,1046.52
2000,1046.69
2500,1047.03
3000,1046.81
3500,1046.91
4000,1047.07
4500,1047.22
5000,1047.37
5500,1047.21
6000,1047.24
6500,1047.15
7000,1047.26
7500,1047.33
8000,1047.38
8500,1047.6
9000,1047.48
9500,1047.42
10000,1047.32
10500,1047.26
11000,1047.31
11500,1047.14
12000,1047.01
12500,1047
13000,1046.97
13500,1046.85
14000,1046.92
14500,1046.79
15000,1046.82
15500,1046.87
16000,1046.9
16500,1046.83
17000,1046.75
17500,1046.77
18000,1046.71
18500,1046.8
19000,1046.69
19500,1046.71
20000,1046.68
20500,1046.73
21000,1046.51
21500,1046.55
22000,1046.53
22500,1046.48
23000,1046.37
23500,1046.35
24000,1046.35
24500,1046.36
25000,1046.19
25500,1046.21
26000,1046.16
26500,1046.17
27000,1046.18
27500,1046.15
28000,1046.18
28500,1046.19
29000,1046.26
29500,1046.31
30000,1046.39
