Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.60371,0.192314,10.127,0.00774825,1.5172,0.0641153,9.71088,0.00789937,All
2.77318,0.227281,11.2742,0.0297016,2.34903,0.0854871,11.2112,0.0365346,All
2.94266,0.0174831,12.4214,0.0439067,3.18087,0.105078,12.7116,0.0276478,All
3.11214,0,13.5686,0.041324,4.0127,0.0801441,14.2119,0.0365346,All
3.28161,0.0611909,14.7158,0.030993,4.84454,0.103297,15.7123,0.0177736,All
3.45109,0.305955,15.863,0.0245361,5.67637,0.117545,17.2127,0.0236981,All
3.62056,0.0699325,17.0103,0.0284102,6.5082,0.138917,18.713,0.0315975,All
3.79004,0,18.1575,0.0426153,7.34004,0.089049,20.2134,0.0513459,All
3.95951,0,19.3047,0.0761911,8.17187,0.105078,21.7137,0.0740566,All
4.12899,0,20.4519,0.0903962,9.00371,0.0712392,23.2141,0.0641824,All
4.29847,0.0349662,21.5991,0.0800652,9.83554,0.0837061,24.7144,0.0809685,All
4.46794,0.148606,22.7463,0.108475,10.6674,0.0480865,26.2148,0.0612201,All
4.63742,0.262247,23.8935,0.0710256,11.4992,0.0445245,27.7151,0.0582578,All
4.80689,0.445819,25.0407,0.0826479,12.331,0.0302767,29.2155,0.037522,All
4.97637,0.550718,26.188,0.0477808,13.1629,0.0160288,30.7158,0.0286352,All
5.14584,0.402112,27.3352,0.0284102,13.9947,0.0142478,32.2162,0.00197484,All
5.31532,0.262247,28.4824,0.00387412,14.8266,0.0142478,33.7166,0.0049371,All
5.4848,0.104899,29.6296,0.0051655,15.6584,0.00534294,35.2169,0.00296226,All
5.65427,0.201056,30.7768,0.00645687,16.4902,0.0160288,36.7173,0.00394968,All
5.82375,0.472044,31.924,0.0051655,17.3221,0.00178098,38.2176,0.00197484,All
5.99322,0.402112,33.0712,0.00387412,18.1539,0.00534294,39.718,0.00296226,All
6.1627,0.550718,34.2185,0.00387412,18.9857,0.00178098,41.2183,0.00394968,All
6.33217,0.402112,35.3657,0.00774825,19.8176,0.00178098,42.7187,0.00888679,All
6.50165,0.428336,36.5129,0.00645687,20.6494,0,44.219,0.00296226,All
6.67113,0.340921,37.6601,0.00903962,21.4812,0,45.7194,0.00691195,All
6.8406,0.183573,38.8073,0.0116224,22.3131,0,47.2197,0.00691195,All
7.01008,0.0524493,39.9545,0.00645687,23.1449,0.00356196,48.7201,0.0049371,All
