Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
1.93806,0,7.33559,0,1.10128,0.00142857,7.22507,0,All
2.51897,0.00142857,9.55337,0.00142857,1.16224,0.00285714,8.96071,0.00142857,All
2.54573,0.00285714,9.65928,0.00285714,1.21655,0.00428571,9.20947,0.00285714,All
2.55393,0.00428571,10.2607,0.00428571,1.23637,0.00571429,9.82073,0.00428571,All
2.56209,0.00571429,10.5014,0.00571429,1.32675,0.00714286,10.0908,0.00571429,All
2.56733,0.00714286,10.5348,0.00714286,1.40463,0.00857143,10.1214,0.00714286,All
2.56748,0.00857143,10.5771,0.00857143,1.5155,0.01,10.2265,0.00857143,All
2.58173,0.01,10.7204,0.01,1.52535,0.0114286,10.2347,0.01,All
2.58668,0.0114286,10.7858,0.0114286,1.54123,0.0128571,10.3509,0.0114286,All
2.59915,0.0128571,11.0216,0.0128571,1.5629,0.0142857,10.5468,0.0128571,All
2.60812,0.0142857,11.0707,0.0142857,1.57096,0.0157143,10.6509,0.0142857,All
2.62795,0.0157143,11.0921,0.0157143,1.60005,0.0171429,10.6575,0.0157143,All
2.63541,0.0171429,11.1173,0.0171429,1.60402,0.0185714,10.714,0.0171429,All
2.64293,0.0185714,11.1899,0.0185714,1.64382,0.02,10.8129,0.0185714,All
2.65333,0.02,11.2175,0.02,1.64872,0.0214286,10.8489,0.02,All
2.65639,0.0214286,11.2284,0.0214286,1.65266,0.0228571,10.8495,0.0214286,All
2.65709,0.0228571,11.3531,0.0228571,1.65995,0.0242857,10.875,0.0228571,All
2.66325,0.0242857,11.4439,0.0242857,1.6625,0.0257143,10.9085,0.0242857,All
2.66727,0.0257143,11.4862,0.0257143,1.68299,0.0271429,10.9278,0.0257143,All
2.66791,0.0271429,11.525,0.0271429,1.68301,0.0285714,10.9588,0.0271429,All
2.66894,0.0285714,11.5337,0.0285714,1.69042,0.03,11.1927,0.0285714,All
2.66909,0.03,11.564,0.03,1.71223,0.0314286,11.264,0.03,All
2.67691,0.0314286,11.6702,0.0314286,1.71274,0.0328571,11.3221,0.0314286,All
2.69467,0.0328571,11.6767,0.0328571,1.71437,0.0342857,11.3797,0.0328571,All
2.69468,0.0342857,11.7426,0.0342857,1.72321,0.0357143,11.3934,0.0342857,All
2.69572,0.0357143,11.751,0.0357143,1.77896,0.0371429,11.437,0.0357143,All
2.69821,0.0371429,11.7658,0.0371429,1.78183,0.0385714,11.4609,0.0371429,All
2.69903,0.0385714,11.8035,0.0385714,1.7849,0.04,11.4919,0.0385714,All
2.70416,0.04,11.8192,0.04,1.81243,0.0414286,11.5485,0.04,All
2.70964,0.0414286,11.8223,0.0414286,1.84994,0.0428571,11.557,0.0414286,All
2.71813,0.0428571,11.8593,0.0428571,1.86071,0.0442857,11.5671,0.0428571,All
2.72051,0.0442857,11.8727,0.0442857,1.86434,0.0457143,11.6114,0.0442857,All
2.72325,0.0457143,11.8885,0.0457143,1.88498,0.0471429,11.612,0.0457143,All
2.72452,0.0471429,11.9043,0.0471429,1.9017,0.0485714,11.6279,0.0471429,All
2.73372,0.0485714,11.9151,0.0485714,1.90718,0.05,11.6614,0.0485714,All
2.74148,0.05,11.9296,0.05,1.90856,0.0514286,11.6633,0.05,All
2.74274,0.0514286,11.9576,0.0514286,1.93568,0.0528571,11.6793,0.0514286,All
2.75239,0.0528571,11.9694,0.0528571,1.96241,0.0542857,11.6926,0.0528571,All
2.7549,0.0542857,11.9735,0.0542857,1.97261,0.0557143,11.7267,0.0542857,All
2.75619,0.0557143,12.0303,0.0557143,2.00524,0.0571429,11.7618,0.0557143,All
2.77021,0.0571429,12.0598,0.0571429,2.0203,0.0585714,11.7881,0.0571429,All
2.77433,0.0585714,12.0948,0.0585714,2.03156,0.06,11.7903,0.0585714,All
2.77571,0.06,12.1297,0.06,2.07906,0.0614286,11.7951,0.06,All
2.7829,0.0614286,12.1369,0.0614286,2.09044,0.0628571,11.9121,0.0614286,All
2.78746,0.0628571,12.165,0.0628571,2.1308,0.0642857,11.9203,0.0628571,All
2.82325,0.0642857,12.2014,0.0642857,2.16193,0.0657143,11.9339,0.0642857,All
2.8375,0.0657143,12.2197,0.0657143,2.19282,0.0671429,12.0211,0.0657143,All
2.85089,0.0671429,12.2496,0.0671429,2.19533,0.0685714,12.0653,0.0671429,All
2.85668,0.0685714,12.2514,0.0685714,2.19794,0.07,12.0997,0.0685714,All
2.8662,0.07,12.2587,0.07,2.21137,0.0714286,12.1585,0.07,All
2.92707,0.0714286,12.4077,0.0714286,2.24964,0.0728571,12.2092,0.0714286,All
3.2252,0.0728571,12.4203,0.0728571,2.27115,0.0742857,12.2648,0.0728571,All
3.22789,0.0742857,12.4366,0.0742857,2.28402,0.0757143,12.2661,0.0742857,All
3.27897,0.0757143,12.5109,0.0757143,2.28815,0.0771429,12.2917,0.0757143,All
3.30934,0.0771429,12.5334,0.0771429,2.32294,0.0785714,12.3215,0.0771429,All
3.31381,0.0785714,12.576,0.0785714,2.35301,0.08,12.3817,0.0785714,All
3.32339,0.08,12.6231,0.08,2.35355,0.0814286,12.4026,0.08,All
3.32656,0.0814286,12.7527,0.0814286,2.35639,0.0828571,12.4565,0.0814286,All
3.3704,0.0828571,12.7714,0.0828571,2.35953,0.0842857,12.5223,0.0828571,All
3.372,0.0842857,12.7835,0.0842857,2.38849,0.0857143,12.6736,0.0842857,All
3.37476,0.0857143,12.8147,0.0857143,2.39357,0.0871429,12.8078,0.0857143,All
3.37497,0.0871429,12.8401,0.0871429,2.40815,0.0885714,12.8366,0.0871429,All
3.39862,0.0885714,12.891,0.0885714,2.42299,0.09,12.8453,0.0885714,All
3.40293,0.09,12.9431,0.09,2.43072,0.0914286,12.854,0.09,All
3.40314,0.0914286,13.028,0.0914286,2.4318,0.0928571,12.8857,0.0914286,All
3.41201,0.0928571,13.0672,0.0928571,2.45123,0.0942857,12.9176,0.0928571,All
3.41266,0.0942857,13.0716,0.0942857,2.45838,0.0957143,12.9492,0.0942857,All
3.42112,0.0957143,13.1185,0.0957143,2.45896,0.0971429,12.9524,0.0957143,All
3.42784,0.0971429,13.1467,0.0971429,2.47784,0.0985714,13.1846,0.0971429,All
3.42937,0.0985714,13.2401,0.0985714,2.48302,0.1,13.31,0.0985714,All
3.43089,0.1,13.2569,0.1,2.49175,0.101429,13.3126,0.1,All
3.43258,0.101429,13.3114,0.101429,2.51919,0.102857,13.3576,0.101429,All
3.43394,0.102857,13.4019,0.102857,2.54394,0.104286,13.397,0.102857,All
3.43402,0.104286,13.429,0.104286,2.5561,0.105714,13.4007,0.104286,All
3.43696,0.105714,13.432,0.105714,2.60267,0.107143,13.5144,0.105714,All
3.43813,0.107143,13.4747,0.107143,2.61287,0.108571,13.5874,0.107143,All
3.43929,0.108571,13.4992,0.108571,2.6236,0.11,13.6072,0.108571,All
3.43945,0.11,13.569,0.11,2.63507,0.111429,13.6171,0.11,All
3.44628,0.111429,13.5844,0.111429,2.67537,0.112857,13.6753,0.111429,All
3.45436,0.112857,13.6007,0.112857,2.71189,0.114286,13.6853,0.112857,All
3.46024,0.114286,13.6915,0.114286,2.7141,0.115714,13.7074,0.114286,All
3.46371,0.115714,13.736,0.115714,2.72308,0.117143,13.7086,0.115714,All
3.4654,0.117143,13.7557,0.117143,2.7401,0.118571,13.7551,0.117143,All
3.46972,0.118571,13.8424,0.118571,2.74563,0.12,13.7675,0.118571,All
3.47389,0.12,13.8478,0.12,2.7676,0.121429,13.7861,0.12,All
3.48311,0.121429,13.8757,0.121429,2.79457,0.122857,13.798,0.121429,All
3.4931,0.122857,13.8763,0.122857,2.80028,0.124286,13.8071,0.122857,All
3.49538,0.124286,13.89,0.124286,2.80295,0.125714,13.858,0.124286,All
3.49565,0.125714,13.9242,0.125714,2.83528,0.127143,13.9218,0.125714,All
3.49748,0.127143,13.9298,0.127143,2.84143,0.128571,14.0161,0.127143,All
3.50521,0.128571,13.9466,0.128571,2.86839,0.13,14.0357,0.128571,All
3.51057,0.13,13.9679,0.13,2.87541,0.131429,14.0716,0.13,All
3.51922,0.131429,14.025,0.131429,2.88644,0.132857,14.1738,0.131429,All
3.54457,0.132857,14.048,0.132857,2.88855,0.134286,14.2024,0.132857,All
3.54646,0.134286,14.093,0.134286,2.89139,0.135714,14.2184,0.134286,All
3.56449,0.135714,14.1381,0.135714,2.90123,0.137143,14.2421,0.135714,All
3.57918,0.137143,14.174,0.137143,2.9168,0.138571,14.2984,0.137143,All
3.59424,0.138571,14.1965,0.138571,2.9182,0.14,14.3062,0.138571,All
3.59602,0.14,14.1984,0.14,2.94083,0.141429,14.3194,0.14,All
3.62184,0.141429,14.2186,0.141429,2.96029,0.142857,14.3722,0.141429,All
3.63432,0.142857,14.2225,0.142857,2.97369,0.144286,14.3892,0.142857,All
4.32908,0.144286,14.2381,0.144286,3.03512,0.145714,14.3943,0.144286,All
4.34624,0.145714,14.2447,0.145714,3.0356,0.147143,14.4881,0.145714,All
4.34635,0.147143,14.2641,0.147143,3.0389,0.148571,14.5667,0.147143,All
4.37071,0.148571,14.2703,0.148571,3.05824,0.15,14.5903,0.148571,All
4.39245,0.15,14.3616,0.15,3.06266,0.151429,14.6502,0.15,All
4.43627,0.151429,14.5535,0.151429,3.06698,0.152857,14.7286,0.151429,All
4.45175,0.152857,14.5701,0.152857,3.07068,0.154286,14.8367,0.152857,All
4.45517,0.154286,14.7513,0.154286,3.10051,0.155714,14.8868,0.154286,All
4.45518,0.155714,14.7602,0.155714,3.11202,0.157143,14.8919,0.155714,All
4.45655,0.157143,14.7749,0.157143,3.13943,0.158571,14.9337,0.157143,All
4.46432,0.158571,14.8156,0.158571,3.15335,0.16,14.9984,0.158571,All
4.46638,0.16,14.8387,0.16,3.17801,0.161429,15.2152,0.16,All
4.46725,0.161429,14.9473,0.161429,3.19046,0.162857,15.2562,0.161429,All
4.46773,0.162857,15.0351,0.162857,3.19421,0.164286,15.3134,0.162857,All
4.49027,0.164286,15.0451,0.164286,3.21359,0.165714,15.3583,0.164286,All
4.51436,0.165714,15.1087,0.165714,3.21513,0.167143,15.3746,0.165714,All
4.52246,0.167143,15.1626,0.167143,3.21914,0.168571,15.4692,0.167143,All
4.52333,0.168571,15.2568,0.168571,3.30395,0.17,15.6336,0.168571,All
4.52391,0.17,15.2629,0.17,3.33315,0.171429,15.7014,0.17,All
4.53436,0.171429,15.3689,0.171429,3.34534,0.172857,15.7387,0.171429,All
4.54613,0.172857,15.3806,0.172857,3.36039,0.174286,15.7505,0.172857,All
4.55618,0.174286,15.3849,0.174286,3.37323,0.175714,15.7518,0.174286,All
4.55896,0.175714,15.4938,0.175714,3.37775,0.177143,15.8127,0.175714,All
4.56902,0.177143,15.5103,0.177143,3.37836,0.178571,15.9847,0.177143,All
4.57549,0.178571,15.5536,0.178571,3.3996,0.18,15.9878,0.178571,All
4.57634,0.18,15.8554,0.18,3.39988,0.181429,16.068,0.18,All
4.58929,0.181429,15.8725,0.181429,3.44949,0.182857,16.3784,0.181429,All
4.59186,0.182857,15.8903,0.182857,3.45669,0.184286,16.4548,0.182857,All
4.59729,0.184286,15.9523,0.184286,3.46328,0.185714,16.5941,0.184286,All
4.59887,0.185714,16.0209,0.185714,3.47034,0.187143,16.6259,0.185714,All
4.59905,0.187143,16.1414,0.187143,3.47047,0.188571,16.6332,0.187143,All
4.60124,0.188571,16.1429,0.188571,3.47607,0.19,16.649,0.188571,All
4.60307,0.19,16.1622,0.19,3.4822,0.191429,16.6659,0.19,All
4.60415,0.191429,16.2487,0.191429,3.48442,0.192857,16.7577,0.191429,All
4.61644,0.192857,16.3196,0.192857,3.48619,0.194286,16.7608,0.192857,All
4.61662,0.194286,16.3913,0.194286,3.48765,0.195714,16.8245,0.194286,All
4.61764,0.195714,16.4189,0.195714,3.52094,0.197143,16.8543,0.195714,All
4.61943,0.197143,16.4274,0.197143,3.53143,0.198571,16.9262,0.197143,All
4.62577,0.198571,16.5012,0.198571,3.53359,0.2,16.9445,0.198571,All
4.62834,0.2,16.5161,0.2,3.54826,0.201429,17.1262,0.2,All
4.6336,0.201429,16.5994,0.201429,3.56559,0.202857,17.3216,0.201429,All
4.63462,0.202857,16.6281,0.202857,3.59252,0.204286,17.3349,0.202857,All
4.63727,0.204286,16.7439,0.204286,3.62507,0.205714,17.3458,0.204286,All
4.65026,0.205714,16.758,0.205714,3.65666,0.207143,17.4925,0.205714,All
4.65625,0.207143,16.7683,0.207143,3.66902,0.208571,17.5811,0.207143,All
4.68779,0.208571,16.9244,0.208571,3.67869,0.21,17.5882,0.208571,All
4.69038,0.21,16.9282,0.21,3.68463,0.211429,17.7012,0.21,All
4.69188,0.211429,16.9824,0.211429,3.69022,0.212857,17.7747,0.211429,All
4.69771,0.212857,17.0545,0.212857,3.69363,0.214286,17.8296,0.212857,All
4.70581,0.214286,17.1129,0.214286,3.70525,0.215714,17.8589,0.214286,All
4.70794,0.215714,17.2633,0.215714,3.7094,0.217143,17.8802,0.215714,All
4.7426,0.217143,17.2885,0.217143,3.77183,0.218571,17.9123,0.217143,All
4.74416,0.218571,17.3124,0.218571,3.78126,0.22,18.0162,0.218571,All
4.74511,0.22,17.3964,0.22,3.78728,0.221429,18.0782,0.22,All
4.74703,0.221429,17.4183,0.221429,3.79387,0.222857,18.1349,0.221429,All
4.7474,0.222857,17.438,0.222857,3.79492,0.224286,18.1896,0.222857,All
4.7556,0.224286,17.4558,0.224286,3.80192,0.225714,18.2036,0.224286,All
4.75664,0.225714,17.4967,0.225714,3.83582,0.227143,18.2242,0.225714,All
4.77055,0.227143,17.5186,0.227143,3.87085,0.228571,18.2331,0.227143,All
4.7742,0.228571,17.5351,0.228571,3.87468,0.23,18.3941,0.228571,All
4.78398,0.23,17.605,0.23,3.87873,0.231429,18.4043,0.23,All
4.78491,0.231429,17.712,0.231429,3.88278,0.232857,18.5309,0.231429,All
4.79082,0.232857,17.7666,0.232857,3.96244,0.234286,18.6145,0.232857,All
4.79712,0.234286,17.769,0.234286,3.97488,0.235714,18.6662,0.234286,All
4.80045,0.235714,17.789,0.235714,4.00265,0.237143,18.6945,0.235714,All
4.80454,0.237143,17.8019,0.237143,4.03788,0.238571,18.7252,0.237143,All
4.80469,0.238571,17.8904,0.238571,4.04118,0.24,18.7403,0.238571,All
4.80471,0.24,17.9497,0.24,4.05856,0.241429,18.8632,0.24,All
4.80579,0.241429,17.9691,0.241429,4.12504,0.242857,18.9053,0.241429,All
4.80618,0.242857,17.9948,0.242857,4.14443,0.244286,18.9118,0.242857,All
4.80788,0.244286,18.0327,0.244286,4.19215,0.245714,18.9642,0.244286,All
4.80839,0.245714,18.0839,0.245714,4.20385,0.247143,18.98,0.245714,All
4.80916,0.247143,18.1031,0.247143,4.21138,0.248571,18.9912,0.247143,All
4.81437,0.248571,18.1212,0.248571,4.21591,0.25,18.9969,0.248571,All
