simulations, -2LL
1000,604.212
2000,603.169
3000,603.091
4000,603.134
5000,603.164
6000,603.231
7000,603.296
8000,603.288
9000,603.195
10000,603.204
11000,603.139
12000,603.106
13000,603.216
14000,603.299
15000,603.308
16000,603.387
17000,603.449
18000,603.478
19000,603.537
20000,603.499
21000,603.467
22000,603.498
23000,603.517
24000,603.503
25000,603.498
26000,603.527
27000,603.53
28000,603.515
29000,603.527
30000,603.536
