simulations,OFV
500,962.355
1000,962.156
1500,963.818
2000,962.747
2500,964.116
3000,964.554
3500,963.662
4000,963.86
4500,964.194
5000,964.333
5500,964.522
6000,964.139
6500,963.958
7000,963.467
7500,963.592
8000,963.918
8500,964.234
9000,964.095
9500,963.741
10000,963.368
10500,963.518
11000,963.633
11500,963.587
12000,963.215
12500,963.156
13000,963.256
13500,963.2
14000,963.149
14500,963.191
15000,963.138
15500,963.024
16000,963.18
16500,963.208
17000,963.263
17500,963.265
18000,963.318
18500,963.419
19000,963.494
19500,963.414
20000,963.453
20500,963.373
21000,963.448
21500,963.547
22000,963.567
22500,963.546
23000,963.542
23500,963.543
24000,963.647
24500,963.682
25000,963.828
25500,963.841
26000,963.854
26500,963.837
27000,963.781
27500,963.8
28000,963.925
28500,963.938
29000,964.012
29500,964.082
30000,964.159
