time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
1.284,0.0103093,0,0,0.0108111,All
1.69113,0.0206186,0,0,0.0215054,All
2.09826,0.0206186,0,0,0.0319149,All
2.50539,0.0206186,0,0,0.0425532,All
2.91253,0.0309278,0.010989,0,0.0546464,All
3.31966,0.0309278,0.0217391,0,0.0744681,All
3.72679,0.0412371,0.0322581,0,0.0903984,All
4.13392,0.0412371,0.0442002,0,0.111111,All
4.54105,0.0618557,0.0625,0.0107527,0.133333,All
4.94818,0.0721649,0.0756779,0.021391,0.151356,All
5.35531,0.0824742,0.0947368,0.0320865,0.169317,All
5.76244,0.0927835,0.10989,0.0432445,0.193548,All
6.16958,0.103093,0.130435,0.0606487,0.21875,All
6.57671,0.113402,0.152174,0.076087,0.241787,All
6.98384,0.123711,0.173913,0.0879121,0.267742,All
7.39097,0.154639,0.193182,0.106383,0.291667,All
7.7981,0.185567,0.212766,0.121551,0.311828,All
8.20523,0.185567,0.231174,0.140545,0.329787,All
8.61236,0.195876,0.252747,0.154701,0.354839,All
9.01949,0.237113,0.272727,0.174869,0.376344,All
9.42663,0.237113,0.290323,0.19228,0.398925,All
9.83376,0.247423,0.315217,0.211111,0.415312,All
10.2409,0.298969,0.333333,0.229526,0.433333,All
10.648,0.329897,0.355556,0.245752,0.452122,All
11.0552,0.329897,0.376344,0.261117,0.473401,All
11.4623,0.340206,0.392281,0.277812,0.489246,All
11.8694,0.360825,0.411111,0.302174,0.510638,All
12.2765,0.391753,0.430108,0.326087,0.524027,All
12.6837,0.402062,0.445652,0.344636,0.543961,All
13.0908,0.43299,0.462366,0.358696,0.55979,All
13.4979,0.43299,0.478261,0.375672,0.574468,All
13.9051,0.443299,0.494505,0.391304,0.59375,All
14.3122,0.453608,0.510638,0.410823,0.6,All
14.7193,0.474227,0.522222,0.429339,0.619037,All
15.1265,0.484536,0.538462,0.443182,0.631579,All
15.5336,0.505155,0.556818,0.460222,0.648936,All
15.9407,0.515464,0.569892,0.469328,0.663101,All
16.3479,0.525773,0.585106,0.48913,0.677419,All
16.755,0.57732,0.597764,0.505747,0.690572,All
17.1621,0.597938,0.611111,0.521739,0.702128,All
17.5693,0.628866,0.626374,0.538462,0.712766,All
17.9764,0.628866,0.640449,0.551724,0.724339,All
18.3835,0.639175,0.65193,0.565217,0.734043,All
18.7906,0.670103,0.666667,0.576932,0.744681,All
19.1978,0.690722,0.677419,0.591153,0.757895,All
19.6049,0.71134,0.688172,0.603334,0.765957,All
20.012,0.721649,0.698925,0.615832,0.776596,All
20.4192,0.721649,0.711111,0.633333,0.786875,All
20.8263,0.721649,0.72043,0.642447,0.795616,All
21.2334,0.721649,0.731183,0.652174,0.802141,All
21.6406,0.731959,0.740578,0.659574,0.811088,All
22.0477,0.742268,0.752688,0.67562,0.822569,All
22.4548,0.742268,0.761364,0.686477,0.829787,All
22.862,0.762887,0.771739,0.695652,0.836061,All
23.2691,0.773196,0.777778,0.70949,0.849462,All
23.6762,0.783505,0.787234,0.72043,0.858679,All
24.0834,0.783505,0.795699,0.732613,0.864876,All
24.4905,0.783505,0.804348,0.73913,0.875,All
24.8976,0.793814,0.815217,0.745967,0.882979,All
25.3047,0.804124,0.823546,0.754248,0.887153,All
25.7119,0.804124,0.829787,0.765686,0.893617,All
26.119,0.814433,0.83871,0.77346,0.901099,All
26.5261,0.824742,0.846154,0.78022,0.9027,All
26.9333,0.824742,0.852632,0.789722,0.907184,All
27.3404,0.845361,0.860215,0.796726,0.913978,All
27.7475,0.85567,0.868132,0.803273,0.921785,All
28.1547,0.865979,0.873684,0.813187,0.924731,All
28.5618,0.876289,0.880435,0.820225,0.925924,All
28.9689,0.876289,0.89011,0.825131,0.935484,All
29.3761,0.876289,0.893617,0.828751,0.936842,All
29.7832,0.886598,0.902174,0.836957,0.94475,All
30.1903,0.917526,0.905757,0.845299,0.946809,All
30.5975,0.917526,0.913043,0.848644,0.956989,All
31.0046,0.917526,0.915342,0.857126,0.957447,All
31.4117,0.938144,0.923077,0.865918,0.966101,All
31.8188,0.938144,0.924731,0.869565,0.967391,All
32.226,0.938144,0.932584,0.874984,0.967742,All
32.6331,0.938144,0.934783,0.880435,0.968421,All
33.0402,0.948454,0.93617,0.882979,0.97727,All
33.4474,0.948454,0.944444,0.89011,0.978495,All
33.8545,0.958763,0.946237,0.893617,0.978609,All
34.2616,0.958763,0.954801,0.901099,0.978947,All
34.6688,0.958763,0.956522,0.909091,0.989011,All
35.0759,0.969072,0.957447,0.913969,0.98913,All
35.483,0.969072,0.966479,0.921785,0.989305,All
35.8902,0.969072,0.967391,0.923913,0.989418,All
36.2973,0.969072,0.967742,0.932201,0.989529,All
36.7044,0.969072,0.976744,0.934783,1,All
37.1116,0.969072,0.978022,0.944132,1,All
37.5187,0.969072,0.978261,0.945652,1,All
37.9258,0.979381,0.978723,0.955056,1,All
38.3329,0.979381,0.988506,0.956989,1,All
38.7401,0.979381,0.988889,0.957671,1,All
39.1472,0.979381,0.98913,0.966292,1,All
39.5543,0.979381,0.989305,0.967391,1,All
39.9615,0.979381,0.989583,0.97727,1,All
40.3686,0.989691,1,0.9779,1,All
40.7757,0.989691,1,0.983769,1,All
41.1829,0.989691,1,0.989011,1,All
41.59,1,1,1,1,All
