simulations,OFV
500,961.948
1000,962.756
1500,961.742
2000,961.964
2500,963.033
3000,962.604
3500,961.425
4000,961.281
4500,961.739
5000,961.772
5500,961.75
6000,961.93
6500,961.566
7000,961.65
7500,961.77
8000,961.756
8500,962.083
9000,961.744
9500,961.53
10000,961.457
10500,961.345
11000,961.493
11500,961.542
12000,961.375
12500,961.529
13000,961.674
13500,961.725
14000,961.767
14500,961.63
15000,961.558
15500,961.481
16000,961.494
16500,961.268
17000,961.306
17500,961.393
18000,961.411
18500,961.515
19000,961.527
19500,961.523
20000,961.511
20500,961.517
21000,961.465
21500,961.484
22000,961.54
22500,961.496
23000,961.371
23500,961.283
24000,961.32
24500,961.349
25000,961.379
25500,961.31
26000,961.215
26500,961.204
27000,961.213
27500,961.221
28000,961.29
28500,961.245
29000,961.325
29500,961.385
30000,961.428
