simulations,OFV
500,946.071
1000,945.12
1500,944.481
2000,944.333
2500,945.684
3000,945.658
3500,944.972
4000,945.228
4500,945.859
5000,945.888
5500,945.963
6000,945.649
6500,945.558
7000,945.292
7500,945.407
8000,945.633
8500,945.889
9000,945.607
9500,945.357
10000,945.01
10500,944.999
11000,945.12
11500,945.163
12000,945.158
12500,945.131
13000,945.033
13500,945.038
14000,944.999
14500,945.039
15000,945.082
15500,944.975
16000,945.013
16500,944.862
17000,944.871
17500,944.844
18000,944.88
18500,944.993
19000,944.93
19500,944.861
20000,944.778
20500,944.779
21000,944.575
21500,944.586
22000,944.662
22500,944.581
23000,944.406
23500,944.369
24000,944.432
24500,944.286
25000,944.385
25500,944.419
26000,944.365
26500,944.13
27000,944.062
27500,944.115
28000,944.221
28500,944.254
29000,944.314
29500,944.386
30000,944.482
