iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2026.91,1,5.18207,2.88311,10.5064,34.1276,3,3,0,1.5,1.5,1.5,1.5
2,2001.38,1,3.47932,4.49876,13.1796,48.3862,2.92404,2.92404,0,1.46202,1.56622,1.5251,1.51649
3,1984.69,1,3.86766,6.28965,16.615,77.2862,2.85,2.85,0,1.425,1.52656,1.48648,1.56885
4,1966.26,1,2.77802,8.49081,22.2917,113.181,2.77784,2.77784,0,1.38892,1.48791,1.47282,1.52913
5,1958.53,1,2.82707,8.97432,34.7725,121.672,2.7075,2.7075,0,1.35375,1.45023,1.4417,1.49041
6,1958.14,1,3.10394,6.94585,38.9477,128.009,2.63894,2.63894,0,1.31947,1.48461,1.53975,1.45267
7,1940.99,1,2.86103,6.69059,46.4905,174.76,2.57212,2.57212,0,1.28606,1.44702,1.50077,1.41589
8,1922.6,1,2.46353,7.55114,53.0202,157.24,2.507,2.507,0,1.2535,1.41038,1.46277,1.38781
9,1929.83,1,2.28458,6.09663,64.6474,166.338,2.44352,2.44352,0,1.22176,1.59777,1.50922,1.35267
10,1923.05,1,1.59133,7.73318,62.4567,196.738,2.38165,2.38165,0,1.19082,1.66896,1.471,1.31842
11,1915.66,1,1.66729,6.74138,75.9575,216.159,2.32134,2.32134,0,1.24855,1.6267,1.43376,1.30386
12,1890.53,1,1.65018,6.37666,70.685,234.901,2.26257,2.26257,0,1.21693,1.58741,1.39745,1.27084
13,1886.74,1,2.04509,9.77229,54.9334,328.335,2.20528,2.20528,0,1.18612,1.55237,1.36207,1.37497
14,1869.28,1,1.81557,8.14903,64.7035,332.893,2.14944,2.14944,0,1.15609,1.63471,1.32758,1.34016
15,1854.37,1,1.42925,10.1134,50.6995,324.294,2.09501,2.09501,0,1.12681,1.59332,1.29397,1.30623
16,1849.01,1,1.3935,14.0407,50.5256,282.222,2.04197,2.04197,0,1.11835,1.55297,1.2612,1.27315
17,1828.52,1,1.4853,11.8025,40.7403,287.958,1.99026,1.99026,0,1.09003,1.51365,1.22927,1.24091
18,1833.23,1,1.45116,11.6622,38.6438,279.596,1.93987,1.93987,0,1.06243,1.58679,1.22919,1.22796
19,1807.21,1,1.7059,10.6017,39.8664,311.324,1.89075,1.89075,0,1.03553,1.54661,1.19807,1.19687
20,1794.9,1,1.86256,8.88341,32.2779,280.186,1.84287,1.84287,0,1.00931,1.50745,1.16773,1.16657
21,1793.18,1,1.84398,11.2049,34.3084,260.67,1.79621,1.79621,0,0.983753,1.48622,1.15989,1.13703
22,1768.28,1,2.06874,11.3086,30.1096,294.943,1.75073,1.75073,0,0.958844,1.44859,1.13052,1.10824
23,1768.24,1,1.77622,11.0121,25.3189,360.253,1.7064,1.7064,0,0.934565,1.46076,1.1019,1.08018
24,1751.93,1,1.95349,9.73378,28.5475,384.994,1.66319,1.66319,0,0.910901,1.42377,1.074,1.09983
25,1741.97,1,2.18731,8.37373,23.423,397.636,1.62108,1.62108,0,0.887837,1.38772,1.0468,1.07198
26,1726.47,1,2.2898,9.2251,30.885,421.643,1.58003,1.58003,0,0.865356,1.35258,1.04173,1.04484
27,1720.84,1,2.18731,8.06876,28.8438,374.243,1.54003,1.54003,0,0.843445,1.31833,1.01536,1.01838
28,1699.79,1,1.99324,7.31362,35.7771,322.711,1.50103,1.50103,0,0.822089,1.28495,0.989646,0.992599
29,1697.19,1,2.32921,7.92939,31.6935,305.471,1.46302,1.46302,0,0.801273,1.27422,0.964588,0.967466
30,1674.44,1,2.58875,7.76569,33.0587,331.913,1.42598,1.42598,0,0.780984,1.24196,0.952798,0.942969
31,1670.98,1,2.45795,5.49311,40.7031,366.493,1.38987,1.38987,0,0.761209,1.24056,0.928672,0.919092
32,1652.97,1,2.62664,5.69963,40.6838,349.861,1.35468,1.35468,0,0.741935,1.20915,0.905158,0.89582
33,1650.58,1,2.84546,6.01123,32.5508,296.456,1.32038,1.32038,0,0.723149,1.21927,0.882239,0.873138
34,1639.87,1,2.92221,6.36917,42.8635,300.811,1.28695,1.28695,0,0.704838,1.23472,0.8599,0.851029
35,1615.75,1,2.82165,7.5767,40.1962,321.109,1.25436,1.25436,0,0.686991,1.20346,0.838127,0.829481
36,1614.6,1,2.476,9.7802,34.6247,323.551,1.2226,1.2226,0,0.669596,1.17299,0.871592,0.808478
37,1607.12,1,2.30725,8.0083,42.098,293.902,1.19164,1.19164,0,0.652642,1.14328,0.85886,0.788007
38,1588.72,1,2.47606,8.23098,40.9777,268.29,1.16147,1.16147,0,0.666704,1.11434,0.837113,0.768054
39,1572.29,1,2.64612,9.40094,37.5368,301.646,1.13206,1.13206,0,0.649823,1.08612,0.815917,0.748606
40,1572.44,1,2.55526,9.44979,40.7003,339.871,1.1034,1.1034,0,0.633369,1.15094,0.795257,0.729651
41,1555.45,1,2.63423,10.9446,35.5642,326.857,1.07546,1.07546,0,0.617332,1.12179,0.775121,0.711176
42,1535.78,1,2.8807,7.84565,32.5965,330.377,1.04823,1.04823,0,0.6017,1.09339,0.755494,0.710772
43,1533.53,1,2.82303,6.31447,32.0338,337.019,1.02168,1.02168,0,0.586465,1.0657,0.736365,0.692775
44,1514.56,1,2.82004,6.85623,30.645,326.627,0.995815,0.995815,0,0.571615,1.03872,0.71772,0.675233
45,1509.57,1,2.77613,6.98291,26.8711,307.878,0.970601,0.970601,0,0.557142,1.01242,0.703669,0.658136
46,1495.83,1,2.47369,7.57337,27.5687,332.747,0.946024,0.946024,0,0.543035,0.986784,0.685852,0.641472
47,1472.31,1,2.38371,7.24792,27.2263,323.183,0.922071,0.922071,0,0.529285,0.961799,0.668486,0.625229
48,1468.24,1,2.41118,7.96963,28.2423,327.415,0.898723,0.898723,0,0.515883,0.937445,0.651559,0.609398
49,1449.5,1,2.52407,7.63934,26.5286,348.374,0.875967,0.875967,0,0.50282,0.913709,0.635061,0.593968
50,1437.96,1,2.75887,7.0045,27.9224,348.711,0.853787,0.853787,0,0.490089,0.961628,0.618981,0.578928
51,1435.66,1,3.15292,5.46834,31.5658,312.534,0.832169,0.832169,0,0.477679,0.974204,0.603308,0.564269
52,1421.03,1,3.06358,5.39508,29.0562,284.162,0.811098,0.811098,0,0.465584,0.949537,0.588032,0.549982
53,1417.6,1,3.01157,5.80511,26.409,302.112,0.79056,0.79056,0,0.453795,0.925494,0.573143,0.536056
54,1407.88,1,3.11987,4.62983,25.8414,288.514,0.770543,0.770543,0,0.442305,0.948498,0.558631,0.527559
55,1397.55,1,3.04204,5.04243,26.5042,327.405,0.751032,0.751032,0,0.431106,0.924482,0.544486,0.514201
56,1382.81,1,2.97048,5.39438,27.181,325.466,0.732016,0.732016,0,0.42019,0.901073,0.530699,0.501181
57,1359.98,1,2.93409,5.61627,28.6058,342.945,0.713481,0.713481,0,0.40955,0.878257,0.517261,0.488491
58,1364.71,1,2.65542,4.82633,27.5404,344.986,0.695415,0.695415,0,0.438016,0.856019,0.504164,0.516887
59,1352.5,1,2.62321,5.5499,26.8156,340.023,0.677807,0.677807,0,0.463447,0.834345,0.491398,0.503799
60,1344.21,1,2.79701,5.24739,28.883,320.678,0.660644,0.660644,0,0.451712,0.813218,0.478956,0.504612
61,1332.95,1,2.94314,5.82904,27.3006,331.452,0.643916,0.643916,0,0.449007,0.792627,0.466828,0.497922
62,1318.38,1,2.85148,6.64386,27.1056,319.642,0.627612,0.627612,0,0.437638,0.772558,0.455008,0.485314
63,1304.14,1,2.91068,5.84238,25.7899,331.965,0.61172,0.61172,0,0.426557,0.752996,0.443487,0.473026
64,1287.54,1,2.82107,5.57073,27.2998,320.057,0.596231,0.596231,0,0.415756,0.73393,0.432258,0.505108
65,1280.13,1,2.75349,5.62381,27.7861,379.273,0.581134,0.581134,0,0.405229,0.715346,0.421313,0.49252
66,1269.28,1,2.91231,5.72119,25.8972,331.727,0.56642,0.56642,0,0.394968,0.697233,0.410645,0.506254
67,1265.47,1,2.71949,5.43535,27.4258,369.29,0.552078,0.552078,0,0.421325,0.679579,0.400247,0.494864
68,1242.57,1,2.95838,5.14265,27.6855,354.686,0.538099,0.538099,0,0.410657,0.662372,0.390113,0.49709
69,1237.59,1,2.93695,5.44165,27.6953,324.716,0.524474,0.524474,0,0.400259,0.6456,0.380235,0.484503
70,1233.47,1,3.04828,5.06222,29.4029,344.285,0.511194,0.511194,0,0.390124,0.629253,0.370607,0.526002
71,1220.04,1,3.00565,5.18615,28.8938,374.214,0.49825,0.49825,0,0.380246,0.61332,0.361223,0.55627
72,1212.92,1,2.86437,4.74722,29.0655,362.119,0.485634,0.485634,0,0.370618,0.59779,0.352077,0.542185
73,1202.42,1,2.80604,5.21067,28.8419,362.046,0.473338,0.473338,0,0.361233,0.582654,0.343162,0.528456
74,1194.07,1,2.76993,5.19447,28.4978,389.594,0.461352,0.461352,0,0.359331,0.567901,0.334473,0.515076
75,1187.08,1,2.8573,5.31079,28.1958,382.556,0.449671,0.449671,0,0.350232,0.553521,0.326004,0.505267
76,1166.62,1,2.77994,5.61365,27.5057,361.143,0.438285,0.438285,0,0.341364,0.539506,0.317749,0.492951
77,1164.17,1,2.73743,4.80042,28.7726,388.169,0.427187,0.427187,0,0.332721,0.525845,0.309704,0.501801
78,1138.5,1,2.70411,4.37862,29.7797,419.502,0.416371,0.416371,-0.0560575,0.324296,0.51253,0.301862,0.491909
79,1139.89,1,2.80971,4.74192,27.7264,407.099,0.405828,0.405828,0.026341,0.366397,0.499553,0.294218,0.479454
80,1133.56,1,2.67754,5.10759,27.3883,419.274,0.395552,0.395552,0.213516,0.35712,0.486904,0.286769,0.48166
81,1118.49,1,2.64295,5.26453,25.4814,436.572,0.385536,0.385536,0.10477,0.348077,0.474575,0.279507,0.469464
82,1110.03,1,2.71197,5.09819,25.6629,409.653,0.375774,0.375774,0.0111208,0.339264,0.462559,0.27243,0.457577
83,1106.03,1,2.61672,5.03545,26.5269,398.115,0.36626,0.36626,-0.148846,0.347915,0.450847,0.265532,0.498197
84,1101.17,1,2.54806,5.22405,27.3851,403.15,0.356986,0.356986,-0.1241,0.339105,0.439431,0.258809,0.485583
85,1098.03,1,2.70365,5.41727,28.3996,401.255,0.347947,0.347947,-0.152416,0.357978,0.428304,0.252255,0.495292
86,1070.99,1,2.75724,5.20874,27.6149,370.818,0.339136,0.339136,-0.518145,0.348914,0.417459,0.245868,0.482751
87,1075.28,1,2.73676,5.16371,28.1238,345.968,0.330549,0.330549,-0.611138,0.340079,0.406889,0.240805,0.518104
88,1068.2,1,2.85137,4.78149,28.0282,390.154,0.32218,0.32218,-0.528373,0.331468,0.396586,0.239443,0.531273
89,1058.08,1,2.78708,5.01418,28.009,390.362,0.314022,0.314022,-0.50905,0.328266,0.386545,0.23623,0.527131
90,1049.62,1,2.67093,5.08015,28.122,405.958,0.306071,0.306071,-0.368803,0.319954,0.376757,0.230248,0.513783
91,1037.09,1,2.66395,5.11117,26.9437,431.528,0.298321,0.298321,-0.356545,0.311853,0.367217,0.224418,0.500774
92,1030.49,1,2.66321,5.26034,26.7006,427.324,0.290767,0.290767,-0.206891,0.303957,0.357919,0.218736,0.488094
93,1026.65,1,2.61946,5.55777,27.5563,388.529,0.283405,0.283405,-0.246036,0.316867,0.348856,0.213197,0.527226
94,1019.32,1,2.64313,5.75319,27.1808,379.505,0.276229,0.276229,-0.346555,0.308843,0.340023,0.209722,0.540787
95,1017.72,1,2.72534,5.7119,27.3539,385.774,0.269234,0.269234,-0.390948,0.301023,0.331414,0.214905,0.527094
96,1003.63,1,2.70649,5.77248,27.7666,351.788,0.262417,0.262417,-0.361179,0.293401,0.323022,0.209463,0.513747
97,1001.95,1,2.70846,5.7183,26.7384,371.401,0.255773,0.255773,-0.163994,0.285972,0.320867,0.20416,0.561351
98,994.765,1,2.63701,5.84586,26.5543,375.908,0.249296,0.249296,-0.058369,0.308436,0.312742,0.19899,0.547137
99,996.969,1,2.60375,6.31159,27.1001,375.541,0.242984,0.242984,-0.158962,0.344158,0.304823,0.193952,0.533284
